id,subject_name,percentage_result,centile_result,weight,student
8661,Mathematics,63,74,0.3797212371734219,15112267949
8662,Chemistry,55,11,0.11784538745811013,64100750686
8663,Mathematics,49,67,0.14645489448599713,64100750686
8664,Biology,59,15,0.3128110310803306,64100750686
8665,Mathematics,11,10,0.008011475484554498,39694489365
8666,Polish,34,96,0.7032827714661507,39694489365
8667,Foreign Language,19,26,0.9482847721201663,39694489365
8668,Foreign Language,98,11,0.7648859165886676,85089055976
8669,Biology,99,29,0.5893530834368287,85089055976
8670,Chemistry,51,25,0.027133864685540132,85089055976
8671,Biology,92,8,0.7200434729447812,93343695011
8672,History,89,71,0.04480844201488776,93343695011
8673,Mathematics,6,98,0.7695528606610788,93343695011
8674,Physics,93,55,0.9843357177160981,41869328150
8675,Chemistry,68,54,0.5590622579226959,41869328150
8676,Mathematics,0,53,0.4039568296756131,41869328150
8677,Polish,34,86,0.07672031454085526,22697012490
8678,Other,66,71,0.32443602162299234,22697012490
8679,Mathematics,90,97,0.5340299549798059,22697012490
8680,Foreign Language,43,8,0.06594228205367159,14465392575
8681,Informatics,77,69,0.06778393737092192,14465392575
8682,Chemistry,63,15,0.8063436302947844,14465392575
8683,Foreign Language,74,50,0.190173321558069,37226110935
8684,Mathematics,65,26,0.978196015061892,37226110935
8685,Polish,62,71,0.4181470534811925,37226110935
8686,Physics,86,83,0.27622589036789713,37789707506
8687,History,81,93,0.13999329521140946,37789707506
8688,Mathematics,67,8,0.7056978959698333,37789707506
8689,Geography,30,48,0.6806230087747275,32410346931
8690,Foreign Language,53,80,0.17416732441542915,32410346931
8691,Mathematics,84,78,0.03922856075126657,32410346931
8692,History,50,69,0.6685081964214987,87115087033
8693,Mathematics,41,51,0.8895331569981546,87115087033
8694,Physics,48,59,0.14529072448030766,87115087033
8695,Mathematics,17,96,0.6946633413390325,89512488282
8696,Physics,95,13,0.892159043275985,89512488282
8697,Geography,71,45,0.11602452245616834,89512488282
8698,Foreign Language,60,13,0.2287657579246254,41330898313
8699,Biology,10,57,0.24804988473061362,41330898313
8700,Informatics,38,42,0.40171927702158117,41330898313
8701,Foreign Language,36,3,0.5519857667385933,98081317011
8702,Physics,49,25,0.026810204186551223,98081317011
8703,Mathematics,37,21,0.6390735413014458,98081317011
8704,Foreign Language,13,75,0.9053204895954976,86144414490
8705,Polish,82,100,0.15466507347674086,86144414490
8706,Biology,0,90,0.464316449024782,86144414490
8707,Informatics,98,41,0.1724168214180012,58306360322
8708,Foreign Language,62,21,0.5864958691897052,58306360322
8709,Chemistry,15,4,0.40391582849766394,58306360322
8710,Polish,48,25,0.8041191782052781,73192172410
8711,Foreign Language,68,55,0.800155586688411,73192172410
8712,Geography,33,3,0.6501122103134481,73192172410
8713,Physics,9,43,0.7464279269180057,93467116430
8714,History,33,100,0.9402843578294605,93467116430
8715,Informatics,21,93,0.7191401876253277,93467116430
8716,Mathematics,0,78,0.07710448344048004,37466488732
8717,Geography,41,23,0.40688495111923795,37466488732
8718,Foreign Language,55,12,0.7237840786370127,37466488732
8719,Mathematics,0,8,0.32669253381454477,89905624750
8720,Foreign Language,85,46,0.12246257678115136,89905624750
8721,Physics,15,57,0.08686386341402363,89905624750
8722,Foreign Language,85,35,0.567160095593209,19044142863
8723,Chemistry,38,92,0.8250725934672928,19044142863
8724,History,3,9,0.9059052692179052,19044142863
8725,Foreign Language,74,66,0.38021758482131085,34923464445
8726,Physics,17,63,0.6228020136973496,34923464445
8727,Chemistry,81,85,0.40195365528184024,34923464445
8728,Biology,40,44,0.8979068728275857,94578475722
8729,Mathematics,24,14,0.24578435650318098,94578475722
8730,Physics,45,55,0.14086736279432,94578475722
8731,Polish,21,83,0.844398158527699,99169595868
8732,Physics,2,61,0.5807694278538782,99169595868
8733,Foreign Language,85,4,0.1858804098515049,99169595868
8734,Foreign Language,25,56,0.008859466975209895,36343142948
8735,Physics,62,28,0.05399349504044115,36343142948
8736,Mathematics,46,28,0.27783453105523115,36343142948
8737,Chemistry,29,5,0.2839483333492865,36169850800
8738,Physics,79,67,0.44796003265135476,36169850800
8739,Informatics,24,50,0.9615392191110338,36169850800
8740,Biology,22,27,0.7903059854279625,90043561779
8741,Mathematics,53,95,0.5574477993292133,90043561779
8742,Informatics,28,47,0.4973203215754709,90043561779
8743,Mathematics,74,54,0.8611615361569824,55025005944
8744,Physics,30,4,0.42103321815724526,55025005944
8745,Chemistry,27,48,0.475745693442144,55025005944
8746,Physics,77,10,0.0005110012559879085,77495677224
8747,Foreign Language,31,78,0.007405156158601711,77495677224
8748,Chemistry,93,88,0.21583867883739938,77495677224
8749,Foreign Language,17,78,0.6333631825487774,85323579773
8750,Other,64,31,0.9845106557643479,85323579773
8751,Mathematics,49,74,0.445626826848904,85323579773
8752,Mathematics,1,42,0.039792432622919205,96504324148
8753,Foreign Language,54,67,0.36807046396711207,96504324148
8754,Chemistry,76,81,0.5222929959018906,96504324148
8755,Mathematics,39,46,0.8218745761648957,93480515973
8756,Foreign Language,37,60,0.7542788507440766,93480515973
8757,Polish,89,45,0.7798666026085627,93480515973
8758,Foreign Language,36,90,0.2372672441939656,18655952785
8759,Polish,99,75,0.017381819858210856,18655952785
8760,Mathematics,56,57,0.44269749802144687,18655952785
8761,Informatics,47,38,0.6471532452716288,35574024152
8762,Mathematics,100,59,0.657806000890033,35574024152
8763,Foreign Language,61,54,0.2922901779106415,35574024152
8764,Foreign Language,100,73,0.4270562731616607,71130437044
8765,Polish,5,60,0.3197277807377563,71130437044
8766,Biology,27,80,0.8378289159124289,71130437044
8767,Mathematics,70,65,0.8042369662851541,38088677382
8768,Polish,29,33,0.36418989436797533,38088677382
8769,Foreign Language,50,92,0.05442452063850689,38088677382
8770,Chemistry,97,54,0.43770628941926837,61336042239
8771,Mathematics,50,74,0.36328394306839074,61336042239
8772,Physics,90,98,0.41994784349521597,61336042239
8773,Informatics,45,89,0.9527323060173634,22583236602
8774,Foreign Language,5,94,0.009344636289039143,22583236602
8775,Biology,98,36,0.0024241518526629813,22583236602
8776,Foreign Language,5,40,0.7152689289010196,76168694570
8777,Biology,36,87,0.32280774560328673,76168694570
8778,Mathematics,64,85,0.5650898561067964,76168694570
8779,Mathematics,8,67,0.2821958699873365,70832488461
8780,Biology,54,29,0.1667256165938391,70832488461
8781,Foreign Language,96,75,0.20963081385615534,70832488461
8782,Foreign Language,19,3,0.16365195256389542,15153087211
8783,Mathematics,89,85,0.8735817270891274,15153087211
8784,History,10,18,0.9994590394515889,15153087211
8785,Foreign Language,82,5,0.19222302274376335,38963873103
8786,Mathematics,55,51,0.3276351796732804,38963873103
8787,Polish,11,83,0.7270806695705024,38963873103
8788,Biology,52,27,0.5952428825426004,74848974442
8789,Mathematics,33,11,0.47012301930260303,74848974442
8790,Informatics,19,6,0.25378344103898465,74848974442
8791,Foreign Language,17,40,0.23450926787684911,84957485697
8792,Informatics,49,73,0.5670968979108872,84957485697
8793,Polish,36,15,0.44718088224585684,84957485697
8794,Mathematics,86,2,0.90728962143154,12357617381
8795,Foreign Language,30,85,0.05261139085320643,12357617381
8796,Chemistry,80,53,0.4657752731346776,12357617381
8797,Foreign Language,65,32,0.3879047120361422,95222864526
8798,Physics,61,43,0.5216309791778219,95222864526
8799,Geography,63,15,0.5948434574007296,95222864526
8800,Foreign Language,40,37,0.95167721705979,69449347426
8801,Mathematics,30,68,0.523929616501314,69449347426
8802,Geography,11,93,0.1750248946321714,69449347426
8803,Physics,13,100,0.7281232325630771,12845949250
8804,Mathematics,32,6,0.860770125483543,12845949250
8805,Biology,99,10,0.19452531542208362,12845949250
8806,Foreign Language,99,1,0.5708010057955979,42106548253
8807,Mathematics,6,90,0.06798311371499655,42106548253
8808,Informatics,58,90,0.6802187773085622,42106548253
8809,Mathematics,47,82,0.6235671725011633,64232729346
8810,Informatics,15,10,0.033636239111519584,64232729346
8811,Polish,60,36,0.43086380887036635,64232729346
8812,Chemistry,27,94,0.062444432160858154,71935811004
8813,Geography,77,69,0.10768226477360188,71935811004
8814,Polish,69,57,0.527553167726466,71935811004
8815,Mathematics,45,5,0.5041111218612652,53146420937
8816,Foreign Language,68,55,0.45374780620602706,53146420937
8817,Polish,98,45,0.9681817549961885,53146420937
8818,Informatics,14,79,0.4393673258741032,36035205925
8819,Physics,33,19,0.7499146584386914,36035205925
8820,Foreign Language,14,97,0.739258861151936,36035205925
8821,Mathematics,66,85,0.666871991485525,39978239343
8822,Foreign Language,30,92,0.45851508965915255,39978239343
8823,Chemistry,33,24,0.1750898596567103,39978239343
8824,Foreign Language,10,18,0.288753783373345,41675222567
8825,Polish,42,21,0.654480523285412,41675222567
8826,Mathematics,53,75,0.8261382699150766,41675222567
8827,Foreign Language,58,92,0.21620402035725428,63501811142
8828,Physics,7,30,0.47868184877396946,63501811142
8829,Mathematics,95,70,0.07435756421634077,63501811142
8830,Foreign Language,39,73,0.9547556364866775,77040968865
8831,Physics,1,91,0.6403791050484954,77040968865
8832,Chemistry,18,2,0.08540761673650787,77040968865
8833,Physics,80,7,0.7000122634874039,68592481355
8834,Mathematics,31,84,0.6659697417779233,68592481355
8835,Foreign Language,1,100,0.5226295049708323,68592481355
8836,Physics,79,4,0.568793355417292,17305781875
8837,Foreign Language,81,49,0.10259795615344403,17305781875
8838,Chemistry,37,80,0.6750704188378311,17305781875
8839,Mathematics,37,16,0.4132018843903261,58995025514
8840,Physics,54,20,0.7666447293775265,58995025514
8841,Foreign Language,93,97,0.6261439269534197,58995025514
8842,Polish,28,87,0.9350851516381162,90173074777
8843,Foreign Language,94,42,0.6244034726878721,90173074777
8844,Mathematics,40,48,0.6409250461670392,90173074777
8845,Foreign Language,88,35,0.5796435399914899,38683460259
8846,Informatics,79,63,0.43639732713692325,38683460259
8847,Mathematics,89,60,0.302892323479957,38683460259
8848,Foreign Language,26,46,0.3347488351096344,39196310524
8849,Physics,51,62,0.37631163247350874,39196310524
8850,Geography,52,49,0.6578493196941007,39196310524
8851,Geography,0,57,0.9522830838144073,20301356830
8852,Foreign Language,39,65,0.8845806055048966,20301356830
8853,Physics,51,27,0.7778831545331639,20301356830
8854,Polish,16,42,0.9984603796873753,90108045627
8855,Informatics,55,34,0.2570587284023891,90108045627
8856,Foreign Language,69,19,0.06373581498258751,90108045627
8857,Physics,61,62,0.37929061555173627,40954638574
8858,Mathematics,49,19,0.02768570996336428,40954638574
8859,Foreign Language,92,30,0.4129460698228846,40954638574
8860,Physics,83,55,0.9251338496705451,82706617245
8861,Foreign Language,49,48,0.39156299081820756,82706617245
8862,Mathematics,95,12,0.05352130472724492,82706617245
8863,Mathematics,54,55,0.8498733062094203,29214011617
8864,Foreign Language,96,32,0.47193647925646875,29214011617
8865,Geography,18,99,0.3983931791224846,29214011617
8866,Informatics,71,65,0.8275715722906408,66477957856
8867,Mathematics,15,97,0.8661358879338692,66477957856
8868,Foreign Language,53,78,0.6235351929620316,66477957856
8869,Foreign Language,9,17,0.6344242172583429,30305298513
8870,Mathematics,85,7,0.8769653464361903,30305298513
8871,Physics,2,3,0.6590281114620624,30305298513
8872,Foreign Language,3,72,0.09262472012108625,92436208800
8873,Chemistry,56,56,0.9635920332266763,92436208800
8874,Mathematics,40,84,0.640817004741066,92436208800
8875,Geography,42,43,0.930804396473743,55426081207
8876,Mathematics,40,26,0.8842785897693431,55426081207
8877,Informatics,44,97,0.2507714626063293,55426081207
8878,Mathematics,95,79,0.33019165261714944,56645001308
8879,Biology,72,11,0.5421287532084202,56645001308
8880,Foreign Language,27,20,0.8044804989394202,56645001308
8881,Foreign Language,96,9,0.9086585128512287,22593698198
8882,Informatics,42,99,0.3290866273862486,22593698198
8883,Physics,68,77,0.4375219431191284,22593698198
8884,Foreign Language,65,5,0.5390226457306151,38918509819
8885,Physics,1,65,0.6837705139640834,38918509819
8886,Polish,22,90,0.777523798049695,38918509819
8887,Mathematics,94,62,0.2618887311588435,55246671082
8888,Chemistry,77,59,0.365721510055409,55246671082
8889,Informatics,63,27,0.13808756382759724,55246671082
8890,Informatics,21,23,0.8844488916748304,63088923139
8891,Mathematics,0,81,0.6297268924152057,63088923139
8892,Foreign Language,82,56,0.6165204585726263,63088923139
8893,Mathematics,27,57,0.570983015360959,96745344215
8894,Chemistry,31,51,0.44356238591333463,96745344215
8895,Foreign Language,62,44,0.2924855429433819,96745344215
8896,Mathematics,57,67,0.26476820080024643,63489334198
8897,Foreign Language,71,46,0.954332079870801,63489334198
8898,Physics,72,24,0.2674068627376113,63489334198
8899,Mathematics,11,42,0.7175728188702589,25929359265
8900,Informatics,87,17,0.0669368199901127,25929359265
8901,Foreign Language,68,64,0.49215684972171514,25929359265
8902,Polish,47,31,0.9641099631388025,24099480260
8903,Foreign Language,33,9,0.49961539064462146,24099480260
8904,Other,4,53,0.17617260671159807,24099480260
8905,Mathematics,81,64,0.2730825466199063,18735146061
8906,Chemistry,16,9,0.5573866554724167,18735146061
8907,Other,12,49,0.002485366542753553,18735146061
8908,Foreign Language,39,52,0.4722224561442988,38849564693
8909,Chemistry,18,16,0.15999194606710399,38849564693
8910,Polish,56,96,0.9792070648603872,38849564693
8911,Foreign Language,90,53,0.4688827395707499,25310154505
8912,Chemistry,10,32,0.9736145200225957,25310154505
8913,Mathematics,84,53,0.00793124578825899,25310154505
8914,Mathematics,80,96,0.5992802878410843,54334248346
8915,Foreign Language,42,6,0.5410411332094125,54334248346
8916,Informatics,16,19,0.23116715357497963,54334248346
8917,Informatics,54,27,0.9593886708133268,94351704599
8918,Foreign Language,53,61,0.4263570086157519,94351704599
8919,Biology,62,32,0.27415782538333167,94351704599
8920,Mathematics,60,85,0.38530624352798504,84589629195
8921,Foreign Language,80,100,0.028036536836285153,84589629195
8922,Physics,2,93,0.5627064051058516,84589629195
8923,Chemistry,45,27,0.15728727165604062,86034266426
8924,Mathematics,47,95,0.14764928616936424,86034266426
8925,Foreign Language,37,100,0.23987149260375562,86034266426
8926,Physics,97,83,0.6492154335868497,41211995486
8927,Informatics,53,4,0.4731243802651349,41211995486
8928,Foreign Language,38,72,0.5824425771904622,41211995486
8929,Informatics,20,32,0.6933604187359895,65650403152
8930,Mathematics,12,100,0.4380130021792479,65650403152
8931,Geography,51,70,0.4483619190299851,65650403152
8932,Foreign Language,39,86,0.20020653307221137,63358057063
8933,Mathematics,11,94,0.30518036633454493,63358057063
8934,Informatics,57,58,0.6321167584870979,63358057063
8935,Physics,35,3,0.2687620702448801,71524408453
8936,Mathematics,43,52,0.5966815644863122,71524408453
8937,Chemistry,66,62,0.2553547774291287,71524408453
8938,Foreign Language,53,13,0.6589402669561921,28312422441
8939,Informatics,32,97,0.8734833088110587,28312422441
8940,Geography,44,95,0.25022779222851965,28312422441
8941,Foreign Language,36,21,0.2697244264556201,50878519731
8942,Geography,79,73,0.006820395331177509,50878519731
8943,Mathematics,69,15,0.46805931235122733,50878519731
8944,History,36,18,0.14955521757578372,27922165431
8945,Mathematics,72,25,0.7597926520804382,27922165431
8946,Polish,27,31,0.4845204242051314,27922165431
8947,Informatics,54,38,0.38040240523159985,67682426700
8948,Foreign Language,8,40,0.6787424013457297,67682426700
8949,Chemistry,79,75,0.18254577102962355,67682426700
8950,Foreign Language,93,10,0.5828685432010863,37343388674
8951,Mathematics,80,47,0.9786429327409477,37343388674
8952,Geography,28,30,0.7613608260095787,37343388674
8953,Polish,44,0,0.9726488870538861,27373877083
8954,Geography,34,33,0.014994132630579804,27373877083
8955,Mathematics,87,25,0.24381708406455838,27373877083
8956,Chemistry,0,5,0.5601508848916066,31696274043
8957,Mathematics,43,91,0.3308584604579602,31696274043
8958,Informatics,46,53,0.032122880791556896,31696274043
8959,Polish,58,71,0.9021898966172177,52683906173
8960,Foreign Language,39,82,0.5545512253270475,52683906173
8961,Geography,8,11,0.8691745648657259,52683906173
8962,Foreign Language,20,34,0.3550316287015951,94558542091
8963,Mathematics,59,97,0.7453282631507205,94558542091
8964,Polish,49,12,0.9063618578088621,94558542091
8965,Mathematics,46,42,0.01767290151868106,78552381341
8966,Foreign Language,60,54,0.3343809377808259,78552381341
8967,Biology,3,15,0.8625354018160433,78552381341
8968,Mathematics,32,52,0.731664910047996,90129622957
8969,Informatics,63,33,0.9260287342576718,90129622957
8970,Physics,27,80,0.7416982274968386,90129622957
8971,Foreign Language,32,27,0.5689838506606243,67055657201
8972,Polish,17,14,0.7708165136996445,67055657201
8973,Physics,97,98,0.2269531834570172,67055657201
8974,Foreign Language,99,80,0.5939282020554363,89148314618
8975,Informatics,64,34,0.24410077205974823,89148314618
8976,Polish,45,6,0.2774726393730821,89148314618
8977,Foreign Language,44,65,0.1111815348178048,68482147510
8978,Polish,31,76,0.7177127801067611,68482147510
8979,Chemistry,39,62,0.5461910233909069,68482147510
8980,Mathematics,32,12,0.3434922595545462,18375907673
8981,Physics,97,81,0.557295019741945,18375907673
8982,Geography,22,18,0.9232228168209334,18375907673
8983,Polish,77,17,0.7930942051037221,51266429945
8984,Mathematics,2,28,0.4865877395152598,51266429945
8985,Physics,24,87,0.35883871038161286,51266429945
8986,Physics,34,36,0.9012738372590667,46017799434
8987,Polish,75,9,0.7419075905230739,46017799434
8988,Biology,53,36,0.5711501648041051,46017799434
8989,Polish,77,34,0.019758151730489892,41756727386
8990,Foreign Language,40,5,0.9895821027849051,41756727386
8991,Mathematics,31,76,0.5081623045233388,41756727386
8992,Foreign Language,5,16,0.9949729420136035,92446785951
8993,Physics,80,7,0.08657516044478986,92446785951
8994,Chemistry,40,39,0.2518873039071413,92446785951
8995,Physics,58,85,0.14647574086302495,27454068034
8996,Geography,67,35,0.7813676164962498,27454068034
8997,Mathematics,64,71,0.6258102917849953,27454068034
8998,Mathematics,74,7,0.8093681786587708,89332719216
8999,Polish,20,16,0.3998505078629674,89332719216
9000,Foreign Language,43,56,0.8516247432830202,89332719216
9001,Mathematics,63,76,0.9609637277378287,84784263710
9002,Foreign Language,16,85,0.19384575008152471,84784263710
9003,Biology,61,10,0.308943485864398,84784263710
9004,Polish,8,75,0.378711185445195,44143198271
9005,Foreign Language,44,8,0.4412486139567898,44143198271
9006,Geography,51,78,0.5467956429346588,44143198271
9007,Biology,91,43,0.22483957674279176,48199798789
9008,Informatics,56,30,0.6862272231473997,48199798789
9009,Mathematics,7,61,0.8649076762096892,48199798789
9010,Foreign Language,75,40,0.8855195703505871,63262491838
9011,Geography,20,49,0.5948971065654015,63262491838
9012,Mathematics,6,75,0.35586870706150464,63262491838
9013,Foreign Language,95,90,0.5352996223593889,85602295310
9014,Informatics,40,14,0.6887357946321949,85602295310
9015,Geography,25,95,0.5106559186322945,85602295310
9016,Mathematics,68,82,0.35673049803436163,58336304723
9017,Informatics,64,55,0.4674957430624921,58336304723
9018,Foreign Language,68,32,0.7639596348469706,58336304723
9019,Mathematics,71,30,0.0633008128141429,81573921912
9020,Biology,25,85,0.5741872285503412,81573921912
9021,Foreign Language,43,2,0.4244102287457391,81573921912
9022,Foreign Language,81,17,0.8061159212269009,86698893813
9023,Biology,99,46,0.2960145358278151,86698893813
9024,Chemistry,79,26,0.3670605991259066,86698893813
9025,Foreign Language,69,7,0.19267767804063995,82319070486
9026,Chemistry,30,89,0.5122845068250418,82319070486
9027,Physics,16,25,0.9546777596010327,82319070486
9028,Foreign Language,51,4,0.7306459887498216,28387600032
9029,Informatics,60,23,0.2868061655407842,28387600032
9030,Physics,69,4,0.5962115925284288,28387600032
9031,Mathematics,68,49,0.8576754957567025,67546459053
9032,Polish,91,61,0.65540013805213,67546459053
9033,Physics,5,71,0.8338966155908342,67546459053
9034,Mathematics,86,61,0.2029132789001299,50316958910
9035,Foreign Language,55,8,0.2146964235975667,50316958910
9036,Informatics,75,21,0.45473972567539656,50316958910
9037,Foreign Language,68,58,0.045396329365595456,90054525347
9038,Informatics,16,8,0.27669479403847574,90054525347
9039,Polish,12,55,0.605938955206551,90054525347
9040,Foreign Language,66,72,0.13800659729025133,81447675046
9041,Physics,7,40,0.9895495043805652,81447675046
9042,Mathematics,98,95,0.36033715308010206,81447675046
9043,Foreign Language,63,21,0.9380755238594773,13597112346
9044,Chemistry,47,37,0.9371391065498127,13597112346
9045,Physics,18,68,0.027698596442340295,13597112346
9046,Mathematics,92,90,0.38651804169256676,52935135979
9047,Foreign Language,40,79,0.9254131648588774,52935135979
9048,Chemistry,20,92,0.6156959824590824,52935135979
9049,Mathematics,79,1,0.7473392955447701,84100492556
9050,Chemistry,99,31,0.27922551517227867,84100492556
9051,Foreign Language,59,26,0.6420548829228298,84100492556
9052,Foreign Language,21,60,0.47361924145120093,38444417910
9053,Mathematics,23,83,0.19414141384440842,38444417910
9054,Polish,74,18,0.8255296614272389,38444417910
9055,Mathematics,73,32,0.8963505362264789,11439724015
9056,Informatics,11,49,0.9923845044819852,11439724015
9057,Physics,82,80,0.741683541778418,11439724015
9058,Physics,51,66,0.6675966591140897,64780012424
9059,Foreign Language,20,32,0.20730569018695943,64780012424
9060,Mathematics,62,30,0.04325364183499458,64780012424
9061,Mathematics,94,44,0.8866141465987746,95239304132
9062,Foreign Language,40,69,0.5033727907025117,95239304132
9063,Chemistry,90,86,0.8289969836249359,95239304132
9064,Mathematics,64,38,0.817997545031931,32637912666
9065,Informatics,1,28,0.12770692215662516,32637912666
9066,Foreign Language,29,73,0.8127948205655959,32637912666
9067,Foreign Language,43,65,0.016326372398206,26371831868
9068,Physics,48,14,0.8420517980935357,26371831868
9069,Geography,90,3,0.41216451527654707,26371831868
9070,Informatics,6,72,0.008268108611902303,30915756624
9071,Polish,97,90,0.9783582084060976,30915756624
9072,Biology,35,11,0.6948371286173564,30915756624
9073,Foreign Language,16,39,0.9087668138798046,49018778123
9074,Physics,87,19,0.9348451991373206,49018778123
9075,Chemistry,97,63,0.059385936619803514,49018778123
9076,Physics,83,99,0.8347635306068736,10240230609
9077,Biology,52,34,0.6668367935072868,10240230609
9078,Foreign Language,84,92,0.8081132704587703,10240230609
9079,Foreign Language,92,66,0.9144230056794243,32961323966
9080,Chemistry,47,57,0.47897253400793494,32961323966
9081,Informatics,56,36,0.37039398512039,32961323966
9082,Physics,63,59,0.8219822625693484,57404346016
9083,Foreign Language,57,59,0.5223755363881891,57404346016
9084,Mathematics,48,1,0.6622618365151572,57404346016
9085,Foreign Language,40,70,0.2892776150906925,86726716122
9086,Biology,86,100,0.24504573457205348,86726716122
9087,Chemistry,59,13,0.5778351801963527,86726716122
9088,Mathematics,33,78,0.6274914839707566,32033494694
9089,Foreign Language,0,69,0.13332222872899835,32033494694
9090,Biology,19,85,0.32064325924952186,32033494694
9091,Physics,11,92,0.09200740621066039,70359949598
9092,Geography,12,81,0.3055038938358632,70359949598
9093,Informatics,53,94,0.3203651149893296,70359949598
9094,Foreign Language,76,18,0.2792490105645551,72545376339
9095,Mathematics,1,44,0.5673711129024278,72545376339
9096,Polish,82,31,0.1115330010548572,72545376339
9097,Polish,92,42,0.39263596577788706,33277453700
9098,Chemistry,13,95,0.96380772563263,33277453700
9099,Foreign Language,47,23,0.1286696078859686,33277453700
9100,Foreign Language,36,27,0.11805478553787407,64304356447
9101,Mathematics,84,100,0.0003234859260028422,64304356447
9102,Polish,62,23,0.5578105391567745,64304356447
9103,Other,51,48,0.5375024920385277,39320218769
9104,Physics,72,83,0.27717371961816895,39320218769
9105,Mathematics,40,92,0.5518633974494409,39320218769
9106,Mathematics,8,64,0.6748489542614294,73882403324
9107,Polish,32,35,0.6565177063762063,73882403324
9108,Other,90,26,0.7911701912611433,73882403324
9109,Mathematics,86,87,0.48140361048187186,87530944811
9110,Physics,92,78,0.6836069328850628,87530944811
9111,Foreign Language,21,96,0.6583510849825085,87530944811
9112,Foreign Language,50,23,0.34054645905347325,12408355700
9113,Mathematics,24,93,0.6682223987489164,12408355700
9114,Geography,96,52,0.9586274038804949,12408355700
9115,Physics,28,22,0.6752169824221672,96811234797
9116,Informatics,19,78,0.36032006189535626,96811234797
9117,Mathematics,77,26,0.6928472925844201,96811234797
9118,Mathematics,89,11,0.8426546070998333,35196195225
9119,Informatics,59,79,0.08206991755668913,35196195225
9120,Chemistry,80,9,0.7209186676741545,35196195225
9121,Polish,67,86,0.21355242105213967,38393209204
9122,Mathematics,45,64,0.30724696205097013,38393209204
9123,Foreign Language,52,53,0.41375449431113787,38393209204
9124,Other,81,19,0.10776380710041833,86012951593
9125,Mathematics,13,12,0.5182888026910063,86012951593
9126,Foreign Language,79,76,0.6143795136524097,86012951593
9127,Geography,37,8,0.040530885578258125,19468566909
9128,Polish,70,66,0.5824749490567823,19468566909
9129,Biology,46,10,0.539576685203697,19468566909
9130,Chemistry,59,81,0.5790650738923242,80432192838
9131,Foreign Language,87,18,0.0044258505315339924,80432192838
9132,Informatics,43,61,0.09552774615562798,80432192838
9133,Foreign Language,69,8,0.79958845642931,22496362698
9134,Biology,77,76,0.18234318161342766,22496362698
9135,Chemistry,71,53,0.43827692943617835,22496362698
9136,Foreign Language,58,22,0.23999559089626255,63524476988
9137,Polish,93,57,0.1735701363319031,63524476988
9138,Physics,59,68,0.9835464807458929,63524476988
9139,Mathematics,1,97,0.5178805036785704,90189989403
9140,Foreign Language,67,67,0.9666505548446281,90189989403
9141,Polish,68,39,0.5098543791527915,90189989403
9142,Foreign Language,86,3,0.9660452170322973,47724678368
9143,Biology,81,10,0.3240906224964818,47724678368
9144,Mathematics,44,26,0.4843800717169764,47724678368
9145,Chemistry,84,15,0.561621139655216,15867082421
9146,Mathematics,68,72,0.7914500878417914,15867082421
9147,Biology,14,81,0.8294892257417644,15867082421
9148,Mathematics,100,2,0.4558707394826943,60469535093
9149,Biology,83,23,0.18271882835745656,60469535093
9150,Foreign Language,28,60,0.48796229843829975,60469535093
9151,Mathematics,50,62,0.7926873152280927,41351379245
9152,Chemistry,20,45,0.6482343100476732,41351379245
9153,Informatics,79,18,0.4806761427859876,41351379245
9154,Informatics,43,32,0.14201913443238323,93058389418
9155,Mathematics,99,97,0.3150932943089819,93058389418
9156,Physics,10,85,0.6951028976563919,93058389418
9157,Mathematics,48,93,0.9275858545150718,76817660013
9158,Foreign Language,76,52,0.8868323237323439,76817660013
9159,Geography,93,54,0.11076850937003324,76817660013
9160,Foreign Language,27,51,0.6098427299459961,55912588176
9161,Mathematics,70,13,0.715137442685788,55912588176
9162,Physics,95,35,0.1362633328259567,55912588176
9163,Foreign Language,51,31,0.9282126029838852,93688636471
9164,Informatics,50,73,0.9183881779546035,93688636471
9165,Mathematics,72,42,0.0874627560135054,93688636471
9166,Physics,18,81,0.8633935231880171,80596756725
9167,Polish,51,55,0.15054041991640155,80596756725
9168,Informatics,64,34,0.9713097307624535,80596756725
9169,Foreign Language,7,14,0.258135093358528,60504963323
9170,Informatics,86,44,0.8494766242778029,60504963323
9171,Chemistry,67,34,0.20964097368076173,60504963323
9172,Biology,55,100,0.9462150455434288,55672758725
9173,Informatics,13,74,0.1205362552114767,55672758725
9174,Foreign Language,47,16,0.3069150697622899,55672758725
9175,Mathematics,97,91,0.6128254721417652,38309890870
9176,Foreign Language,13,2,0.48850944328567414,38309890870
9177,Chemistry,87,44,0.5307562990427387,38309890870
9178,Mathematics,79,44,0.150847861180604,94285171140
9179,Polish,85,81,0.64323792405219,94285171140
9180,Other,57,0,0.0034079210478051847,94285171140
9181,Biology,21,70,0.8186656506333729,58211240196
9182,Foreign Language,97,98,0.41033400477777315,58211240196
9183,History,52,9,0.46076768246935396,58211240196
9184,Foreign Language,40,10,0.6943974258916109,51747736949
9185,Mathematics,96,87,0.5320650108576085,51747736949
9186,Physics,79,13,0.40020520637128243,51747736949
9187,Foreign Language,84,60,0.6301335166980371,97746690247
9188,Mathematics,4,44,0.8855131506566737,97746690247
9189,Informatics,75,53,0.12781229484981926,97746690247
9190,Geography,4,3,0.7615785233390326,83606189017
