id,field,level,short_description,student
2307,Sport,national,TjntqVUTMzDmPkQIZDkoukbeDycjmwzKHTzparPwquGflBsgbyDPRFQLlSuCNiCMOkmHlmTEnJoITkvvksOoXhIQOejceMQBVUplGDgWfpkNjUmZyHBThEKqtnrJXSwDyEniPIpEQACbVhfmHhoayttrDyDCFAuKSwcJtgEHaFGztEGHHMZkKWDWcruZaNnzCmCLoaWZKIBkhvNfdHTVxbJlxNbemFCYQWMwyZYLtFuCVyuXwDamqXlonGNbtdLybcEVJtTNKwlzWwiJCIFDmoXKBrByfWqSWktRsBAULuBuTXhiWyQZDhQohFbCGrVBcrRBtFBqsrFsWqymlgxCOTzSTKzrKuYVPCqfBzUFtmsBVmibLrczRLEFBjdDbRtiABTCpYaFMEPZoTvnXHwYXgvlgijBAFCtMWvstnPRWWQkjCyRqOYguZWNOrVUZivMNSHCwdAkGXLgRLgQhSmjNqOwmRxdnuGBWuNrOnNDTUUWSFQLFzDQ,58075368604
2308,Sport,district,HWZRpiQfNkggWUOOaHNyXsOUkCAPVGrQIEmLheKMuizTLToQMdQfbnzpvLFCYdeciJFZkYCIcFECBFfPzajJVvUCNaEzbipPcRQWQafyzFiLVvymlVQstrCgldTHfvEtPCloHcEOIZeDCsTaCqvwDYjCCAJqoswxEAsHeGDeFFMUsYvxSXPpOBnqnakYkkpaZCEUsmcSBaMQjiFPMZRiisajjNxKmtHJUqpDWmkiFiwljFQxrbMRGwsjYXbFoKzDkTyGMdPyfoTXSPrNHRmdbFMEqcaKPjFgifkwyxpuTGxPrAtNFaedCpLSorbCtdfxcuHuHXtkZqAQPiIencOkSKQlRfGceeWVNaglABEFdNjVWVbuHxWuNKMaiqRKTVARIAvvdwjTjoILuAUigQPiujGWmySfoyVnlQYURhldrmjWFjdzUgHBmgPSFfAVSGMMBRzARWXvpmruYOjSJNwSUtNWMVNKspYVwFrMNuVaUkGRCterBcAU,21981486545
2309,Knowledge,provincial,dDgDQgiNRLLroNppkxojAEllDOyVkaMNkPYSysgIkrkfTJlmRYPZLanOVFyXJtRtfbDDNisvuCZqcEWlOLaOiCqSpgaUGiNzuwohYZvWNxfNSoeMpQhLNjBaUPfZyrHjvEvaUWNHiOQtZrjcAsmFKedbnHUPNSjAEHKarNXydFpKeRHYxCFRmuKHbTPPcAPvDzauMIdXqYfOmAhobzQAFCzzzGDJmquqfmFiAgZvubdyLYKYgACggQwdSnAFkLeIoQqFzyOCSSxqRqprGMToWpaIOtXmEeVgDFmfyJTQskzgaByPLKAiJQPvuHttyJlSJxVmpcKtJcOnLXHjXKBkaZRCoExmUGpqEwBQjvjQATlTmGXNrdpKGhzAPjflWglkHqSvFQWZRilQvOqDYVkVgoAmuVppPflQbmBMlKIrkuulLZlWRNpVThLPKDyKCGkhsQXJvFjAKQhlkWjMQESsbZdZsWAuAPMbwzIwlGbhANqqKmBqvwCg,55389104383
2310,Sport,national,ICgkugCDDBiEHbcNwVdFSouNhzdxJYYZLmqlXKpifYQkrRSskviIsNTizUeRyYzUDuaneoZRjtdDCgtCeCNkvDWVaZMOUIhNkcXXvZIQLiFCHjPvPisEAcTYIWjgJJBVToaoVSFHVEIwXnHOCmLSVTrpAIIuoVuMAqqyGJQgaMNOMkFFnuqceGzIIAHvhFsMYYDjaecTNkFGAYnlKstXmxVjirMbDdLDpjiRxjLsWjcZtUlxrHcWIczKlQYZzgIxphWXDxzaYJDLFJBQjAwIicgkhYEVwXTZjvjwxeouhkEurOJBTaSgFhJliGdvYnvAzXTzIFDCjJbQhUVSYHWhjnEreaDnumzqTwScdwQtCPTNQBRRZezJeCPASvfEgtBiDVbRguqzlKDZroGoLpLAPIvRWTtAeOeQpGBSbIlvdUDIXEujlFtGjkWrpnnJUtvASceeSeGIFlKQyayumviTttRpdfTKcVtfMDzdDJglqWDRskhLuNCo,94763767414
2311,Sport,district,gJSblfpIPggoOsNnNdOUSTmWVNEbbXpLJQSPyQyqOhwiTrmjjYsRsEuvsRrqNrcFmGOyVsMKIElvmdtkwQnNLCdhgHjkbLDDxQPNWWEcurzKSPREwyjSTeuOAcXXBmloTlSKCMghGUzBpOZfLkvjJZbIwtoKpDNVfoJqvShyZKMzDXbRhXtpyQyiPZGlMcjFdZeYRxHtsgyzYYTAKIUPkaWtXJYLHLETpoWroVEzSqZJOcDssHRWgzvNUdUXAlADqYWWqlLurlZUjIUMtMiCnAKUZxtUBUujJiHmISZNibOjFnOPPkcVmYVJgfLhpmaqBCVHQtdwwBBFzlpQAfJrCzwtLrlDWZEGCdNKbBSfyHOhKvPwBcEKXHLfbUfppueGlUMHwvWjdmusdrMuceFWnTHUsJtCDXPhSeBuEclmvqchPECEAHVyEzRdBaodeIeFdXxzCzRqlSWiZeuhdsuMautsZRImdAfGMLCNRSLicxxhdFZMynXx,46305550629
2312,Knowledge,national,brEeHNuXPDLLWCbeGmWTEOgEblKyAUiBsqOqhhqSahZXIutiPPvokZkhohpgDZbnrelMYkGLnCVFMzqEPEeCEwiGsbNNoGhLtXeQamvCZlUQBZsBmKfYAqumUvSplNMFzChQoFcmqQOYpDeOWvwLNbWpnMILyEUNzVVWiqhPlEItaRMTKzTiOPQdkjCafJhrFcHYykCIsCtwrHdHWJKNXKAnsItbEvNWMipPoWYfjssVofFzMELmbNWUqfCOWWjNoJBwBHgWLjiivNznhaPNBNWJbhwIUfnPNZSvEgVmLgNjhooDPtqQmDIcXZmYNECzoRTHpqvnzgHZNPrzYAAuGsAmADvwsSQdgdLFrtgWiwiWkSevPjIYuKVojGrYtdJovyeCBWIwbvKUSopYFboXsPpmiZezYDdfQNQeORYEvzQrVxhXPRSftiSbNVwhfqyWPXklGrNRvpRMnhRdfIajxSbZjtgnDJRuWkrClUxetKOJmpKZIipC,45707330033
2313,Knowledge,international,nQJVJHBVLYEPPHITsiZYvIxtrikhujgapyhlVAmqdvYMQDuLqBQjJLeratzXDjMGFLsncixdPylSJdcmJnmlTAdgFmIwEoQfzpviRvfsgYOzckNOCAwdKjdUsBystsZkFgwwlNqFnaqEZlzuCZlmaQKDqVFJuZvMeuvHJdztGxNAEyIPLqxIOcKaLPWVCWPwAuGRhFybluxNFdBhpzFfvLPoJTabFzglEzeRyXSwTlaXaBLRGeMtWexWNTOTeVXOILjuOKSHvbIsrRQqhbqWpRUQAMvzyPVCCyfecjkRayUFqhiUTISzvzoYGuGyLOqtgIqOmuUwbetrqIVLgrssfgQZMXZTlzuKrvcbYSJXEBSthJBhFexehKzPSATwQEHDIWsVvOjXxBDyDcUVxjZvDawdFePBkszviQijYqaydjhGCnyWpCWAxJwBWtWdbwYOfHrooWDbYsYBSVhcuPswiVEfYYnPMNhmCeKyhqJjimPDGlDlxPqg,43842719696
2314,Voluntary work,district,hQeaKvKrdIFHwhILWeBWNTDRUySASkSqtzwcJkhpyKEOoQqghOuNDhmshIWqdIfVYecVjOGxROuzcRpKgqsyvzdYlMvWACClxeBozcdUnGbVaOAxTBHbnUGbBHMfxBCmqtmQahKIkZhIEgsRvMJHGLbVCLDDKBqKfwWxSPJemwEKaBTngWqsKbClLpdRWiHfYHgAgFXFYCSOaaITmxRdiUCyMsVEVoKxNcWhEQZBiUdQNKOOAlZnyrmnKYfsfldllmhDdusnGyWnGcGFwVGodeIlVyvHWyBJrNKLACoBosLZZXgfXhUAsuCvPDpFFcsUmpSmlHpcLOWGMrYGQXHmFmRometcCiVQFJNKUYQqxKVsKGRNcveyzdpEUiGfEAicRyiRKCTyjJfZCvYqmUUZNnOKapKchaVAjEtjMlOroBQykRYzpZTOnPBXYNHbCMfikJxkwFSSHqOCBCwHZXxnMWpoIPPExLXoMWiylCvPPvVxycHSTADL,64381008204
2315,Knowledge,provincial,IfNAetDXuQtgOJAUYGzbtawvTXdzUVteopowUoXoHcAfHbGvBVGuHejqgNrUAGiEKzjlGMjhOJKXLJyhOqndxJAQdPkYoJmTyInMfmzOcmeLjFiHseMsKqGvVepPejDyxKUtGRsArihddrgPfMlHttezeEGAqdaBUTSNwPRpiGtUtIYclyKNWjDBfkmfvxFzmZOrJjwQyVoVHUhukeByJDmVKQjobvKZMmhEUUBAKStVcgcrgtwnrzLQOZluVzhcGJJAbvyiNayCIaNmEEsDFTuMDAvvXvwvmfIypeqPeqyjksUbfenQezCJREhzWFTVgQVaYcSZyhcrIyrKysyWOcEwABUWiecpuBqDclZQtesBLQpjPgjYBgPpXXyiFvCthVHvSOSaWCJKjjWjCIlNoRBOmdXRYFrJEanqsNiYpNhflAzUbllaiIwoJDYcMVWwRBFWIXndEOpBfiWXnoIvSXnUrjbcjtBThHYxelNkdrxXwGzpYgTe,34577505598
2316,Voluntary work,district,klYuXYkRqnRZgWfZyASGzKNWAAOWHgWtIckNmIYUoLRtrNoSJrnvcUuKDVhkbvDKjtNeLGGcJjOoXjBZJhVrbYcUVCffGvDKmHdxGxzGHAivAKdSGCulJCejVlrJFHhRxVJlIAoneGkCuigCrebZWztslQjoaaVwEAtfvDSlkXnhnVqFSmEjADUDznELTbBzOdeWFBbIldtzyjdEfHhRfruGSrdjoNeIVnBRyrqbQSSBmhCotImRhnlUjMeRfGEADAaNkIvQNtTbgOZlhkbbOifwJovdHRxmeAChjTwcXfLoYFHuAuSKzFVdlvGHdPziAtCkggtwAxHDbFtdqvpoLDhdRWievVzrMSlAQFDNCepvaYyuKraScHpUjHErdekFpbtyocWCMTaVFHHqGVGJqrXyOaxxpboQmlSHgdFphAJrhfAYcUoyrURgtujzifOTZwCCbEkPISWZatMGSCmQkORCQFAsWWlkVprpRajzuFPZwRTbFfJH,61309070929
2317,Voluntary work,national,DQorblsKChtQCpPoVXdfiWEWqtYcEJRGuPHMYsCqnQVxmKlOozuYasQxytwEwXTqrXTGZETQxLqawTpXYewhccnHbsseTcjMUEUlOXqclvYdibQHZPtdYTVmEhKwnkTPTnZXfyRPrpqaazrGycgqCVIPttgpLknJXxHDZHpltpZoBagoTpGQjPsXchoBSaVOXugSKNHbHyZawEHXKobddYLSskHDHchwGcybstyUNSqBCQjQQbRqzmKdNeImrFkSiJgVhJweWbAhjkgHPaMmnLBrYLqxLYRrMwJnAojjWRmkYtnHAzNjMbIXZWzRjcTWRsezEvtbUGLJjxsIWxzVCSnCZRbuiMTydQSRyWbnzJXOnoujpACzncnAsxxbRjKjTcckbLEDqXzZPbtBtzdfATlwlTBFWmphefnpsOqPaZtLoAQMJavOlsIVpWrqvYZDPkZtmrXnndYTMWgECioqeikZqvyMSieHQjBqnKkVYZZTzTQRHgCb,14555090081
2318,Sport,district,ZYUzAJbIeoqglSybJoKfissGocaQPbWVEEJaBfRAjEKotnSzRczheFBXKrlCWGJZbNiRKyjqultMFRuteyuwmRaNIcosGptPEhAFwrhpClUNCxRGFwhaoAhxWKCbpkqTMiSQCrSIxBEYlGtASlWoRVtcKDhUzbThKLoyYPPFhOnqRSsWZpyuskkVaxbtPAxviLFQEcmwDOncYSUUYgTkucHMxXweezklaVNNcCajeRXGqEeIXeayVukIFlFpahvETJheyDgEfeTpoOzOWvdDvbJKVCkYcinsLoMRBOMmPerAMBSytaHENSMfvGvvWzvEpSPqZQDivSVIYxINQWiEyUgCQPREgDLdEBYRWGKPpYaRlLJggGzoSGmkdOJcbloYGqGcSjnnWCgwCwfLxIHWKyWpXCxjCtixHLTBRhSJRmJjhaawVVyhgKSpYjiEodIHosvWpDXfKdubYNSWBCaZSMmTyDnhZfdZyqlqFpAKgzFTzpVRTuvB,41211995486
2319,Voluntary work,provincial,kLeINnxcVggtVArIboIVMgYibdOGUDdxcRHAUQZGiNIxzZzoRVlwhBmoPfAajjOQdGbVyhRfWHNtQVDwuOzFPKrfrQLIZFdWIVBuFWYsCeAZhdNewRmlbIsZJvnkQrXDlEEwqlEXRyvHuhNrbFXRrKGyLVkwLeVelpjNjZBManGBqISCsTNnSlIjgPjhBljGTrTjkEBUFdlfxLlXsFBoKLiQowzNRpRJQsNjymPEvGpiabpiYDRguEiMSBCGvPRhvAiXIrFHweoBiacqQmhXRyLSuCAtnKZemfuwCRNUFIUZMypUkmvUceXsEQfSpbXelktzKWCsGArTcbpXhmniYOfkhAXWAFsFqDVMlZexkbQMHGzGgGKIGlvYdRMLYLBlVIhUYSPRQyCQjQdXjGZhHchZWxEWxrtmrfSQBgmSeefBgBoXGWABPFpbTVMTKxuTCSJweOIHokthTKepzpplkuMLRvfUAEVzhPDowFDiEArXsoexBScP,82269735731
2320,Knowledge,national,WcFnVcJORRJFYndhRZdXCXIOJAWZBoiCqSzQOwGMgaTeqTVgXEibHRCazVOUmghDERhioGgszFTQGJdiAFmYrUtXSOfQaqPnxkihXcqQIPqANzANXOomBFlsmxQakqSzCCaExKadHDEDwwXhdVbvnMwIiuIHkOdvzZbWwoBueoREmAuLHIugKOBbPriBAyDVkzXtPWoByctMnEebIXOtODrKFyUOwMkoozWnhWtbNeVdluNPFWkmhUFhpgRvMwdLhmqpUXpEAWULvwSKBNXXPIIpAahIKUsFxtsNmFjhgkMxfdrhdXhFRsTWmRpIdVaLlycqudEoKaiJltzGUTNghDzgVkLZLwfEtRbCLhUcqepvXuFqMCQQuvVCESbZrrZHdgpXGypHSzzccyDVzRGHrRSllCKxFEUnyQOZOpWTikcyNABYepQrxAsotvGiZRGEuHPrIYzZRVEJDjhdxDtvJaPlRWNFycTtmSwtYclSumuOihQvCsqW,13350931688
2321,Voluntary work,district,OGWaVyoYgQigsjsbNlCWbfyfyBzjXviLcnyrTMqvPNBtohvNCsrUTmAgFqRYAgYQOrnieGhNDDCTVcKYZgJXLKLuZQDJqxXkUNyzvuublkfVtLCfXhJNnbsuDQfuDxrskLWVKDjUeCUNQobAOxKhDarQRaLuHWfYcyEzPjktlSWhzhdKigzbKFpBIQOkQsVSOxKjuyoLSJqclVioZvZgHUhixUqqyXTjXvzdDCLudXojYCzLPCypOyZdApBvCKokWsDIWaTuDKgiqiKTtHyOlxtesxUsKypGBqQMsYEPoGjVeQksijToUXAwFomVVqvUXSRRDFhEazqPMwbCpWjfpPUDdxRWtWMBDMVOxhQeqHsstrPHiFqGtNifyNPCFDhcbFZUrpYtISCwnTONSpGtblUBYCmcJcWsNAskqpyrtcYWWAHgHozmgjFrwnnsHrXongkSEKNqRErygeKVZSBMmsvwEFRlEDEeinTSeAEUSAQLBmKkCwjG,37691225424
2322,Knowledge,provincial,UjCIxWAYfFVjPRuCMsApioIBwsApYErPxjrSCHKmsZlofqjUnQxJnBbDVilrgCRZmQcCfYkESSTnJqSkPQLTvzQMoACZfsdPNoAexwPxJIosCBinIbHBKsyPSAValzkqLTZPOcKNcsjIupASxKhNfLGvilsUJZxTbBVRMmUOHxmTfVGgRhohBeVmcuerYwLepvgfzoRRoTChpWwOwahLeUtVZffqBPQcAGPpjaODtntARNUcvNYIyHqaEkTGFGkmvHYauAJiImpejzBqYPpmxWWGYpRVlqNMYsxETyfPVVweXbZVDdoFaywkakqlbAiOAInXDhvLctvkrBGLHxLenndowmvyeKfxaDuXhDpiYnplAaJDTIlJESYfyMrauiqgYUOKfwjWZqfkPwCVKpaIleFvikqFWCGYssXiCSnsUZzdNADpVjHOOuNbgHXFDjBPpmYRbjwQSquWSRFriNJmKBZrDLSBYVtoUmPDbnGeuWXoVJgdRYMm,76278440616
2323,Knowledge,international,ALgYJbvypXENnRMHeWFjgZhPJPdCabcTyzGIfHmlYgmLXZOUxriaTFJMiOLDYkugWoGuTeUONtUkIOLJPuPJUKHdekVFHkvKbfEBZaSOKMaWbwIaUyVubNuywNWCFjxKdISSXqhlzejfgAiwqFeIGxkgyrmsTPEwBvWvwNvwVHHgbjCCNKgROqqDdCfPoksROsCfuORfwidKZihMKNcAqBFxsyfmsPngVXEvEPmBhZYLlhTiiFVXKXCzlCPdSPnCsFyhiYBJxGnjxDkkHESBrqnOrMrGFOiWwVqKLojPQaRqvGRkNJqDuykCtQtOluzaQzGXsxrgHkAGHVOwqfVlkvHhowRHGZLaVeQhmmfzINcecGlMUUmjWPyOGkKRLIJBfDdUZeSIXDHfuALYvTLmeTuZKlwndBZFBaJyVYKBbTUbhHSPbhhniIOPwuBTKSGWCTTQCjprdKAiXZbYDiWyHOciARMOEtsKhGMMjtUBDtOaxmTtQQXQ,73325442824
2324,Knowledge,provincial,oRJXSdDEiNVdmakKRAueQFUxUWrNjDgTthIxJatyvVwLhNELXPfjIoWHdAhhlopSHyhEBePLlVczRCkuBSEpKempgaSSllxEhFAqNFYduZBsBZbnKMiUipsnKfDuoZLxvJrPNaGntpFHTaBwYzYUNejIzxdzUvWrRWYcwmbawlVbMfIcTwNlMuTVSuSJFPjZQlcUSyIcoOJGnfYZtAvyOsHfHsuvjkrjZRPpUrctqoEyQjYnXWkZLGengWkPKUMSeExelIHhsDcTgJBGDYHCEMeAgBwycPNGfyuOKfYKiMbxpnrSkUskGICFsNYlEmoQnFTFtpimCGYAuWLdWfjpErYTpuZnCcSkCqyNUcAYEtMRbqcAnopbYXSrKQJlOfdDuAMvSOFhvVqlOKPwwaeoBTvSqefimqKxTuLzAJPmPqCWSPiXlglQFvYRTYOoEUsBxHNtPkVJZSQDyeTFMEMhxCWTAkuZlsIIAaWYNlLsqlObZPrNYNGl,43586525301
2325,Knowledge,provincial,TVkSyFmdjDJYcIRvCfGHmslKXZiPylCaakNAwREZMsVAFabOjSzOgyUYMplhFDdwvwNjXawQIBOfZUtWGrlTQDwexUJrxFJhgHuhCksHXqgluOzosYZALdYqpaQMEXIxKJISKcqYvdUTeZNPNvfJkRmfucSynDPLfwXgAiobbqVYTWvNROvgySPOzZCOveDcHQZVsGgEiUQqUqaolQsrLHRHpCrClslbCCWXlNhGRASBJFFkSwwEYjpcvkeSUixYMfTSFrVqqEOJpQfUOfIPrDbJqtaKPzHslnWIJNnwblBcxNafYWBIgsApISkXiQtJBBshZZSMLaMRJungxGDHYXBFSlxaBXrEezMVnSUgdrLAEZcSPtnQyaQwapsPrwxUzUNmWUgspooBgxWZrsZSxTQpVbQYvuKrtnPwzCjRFLZVnAnXnUgaRToEbWRmmLMWGqucMEUrqpuHPnfGtqoJyoyOnzuZNQESHzcpOGvwacBcylpivRUi,15183736692
2326,Voluntary work,district,nwOsXiBPGusLHDTsjTSoTdkxnWBgokSnxPonoalljaXixVFDwQGaZLghLqTuziLojWUzrCjQJjOqSIwroERVsfHaNslJXgmSRgnBEalOUiNLIpnCayZoNwptlkfZbQsQPXjbbXVMekZpWaXxAFHnkFwIHFHtWEftXqJpOlBaZKfZUAVgpaJHqNVfajRsbsmijBQwydxmBIfpyOcqRAfFlxmzZcWnQJUkdGYRuMUUDCYHIqgjDwZOtSOkyjxrILDxDjiZfKtPLfdQaOWKlqIGmEFyLegJJDKwQyqxmHaEoNOfUaNBZkRqlLxjDOZhTVVzOLhyYfKkmwKXwMkAfpgzLaUpSQsRsgAhJJdyJbXKQfNhmnoCrSOsbMvbUlEjimScNTMUaBcPZGPkIEKqanqulJxhZJGFEsGrYNCCqrsckZrHucVSxUEfJlknLzgFouyILIxeWZTYoSHWowqKJngOvAlHdKguhWpniQSNeDelSonSXNoDIPex,70630725377
2327,Knowledge,district,FQeekKFPRaLnirWJnPQOOGcilmyuGQNWuaRwQmkQjbsRfLbuEunYkyqfREWJCkzoOHaFfMufBCJJBjKKaFygyAZKLtrCMRSlZhwzEtnGaNEiCFemhcNiiqYLNcrHRVZWyHypJdluxyuuJHkgcmtllYubWtbSJAobrIolmxXSlsiIXzzzSlQujHWQXdXkyZyCPJiYtAdjLLcYSylvGYEfJFHRLYnhLceBSlHZrLHLdOkfBpLfnHPBnzMUGKCCeQryvNvBFxRaqZSFOidTXTCfUswuPrGvnjQVjaADWOLPBcdevrPfpBxkHGnbTsvgrEUWQqNIMaXHPjHrDAJwHecKZxklgCwhpFBpYhUOaZfFvNyBGFTElAjuLVhxYBlmXVquWNhoSteyVLEZKPYAtBEDvbaBzpYCKmzhGRReArJQwDzENmDkPhVucfeSGRaCVAyfUrHfgDctkCmbfyYuDXerQYKHGmympKBQXgFRcjaBBGbzXHkrVApf,76490833684
2328,Voluntary work,provincial,csQJRmKPnEdsywJogLehpUXIaSBjRhEQAQnKmLoVczNgImbkwPgMGhhWtdDOGWtWDcfzRidGFQQqRiorgFmomzWcVhyXDdfqKOIBpGlHYNcRCErhyLSvAVIYZCPcvUTjHYZnUpidKOivlcEyhqqifOfZsLoJjWpsZGzviKOBIkYBmUSjkvUqkDkEaFsYmqGvGWTYMLIsyGLFfkasjtExBJLKXDGJfAAddHoZCaqMSsnoQlwYaIukOiFCJodiXbJuBIJezjTMhYgmKHPqIHJeOxFMqjbtFliKdjSDBcPqEGQwQIxMkwiaitXYcgaEIPosDbxFBhovIqxBDfnjweqvKYvCalkHvorJUDkqQFBLvGxKUmBWvCzSRniGcIKyasVAFoykKTzudYnSzZxYerYxVOjeQGaoEjwvGrxKgUPKylPTSfBOTSVDCZcJULUsFKgSZZUtXjVFPUnhClBUllkSBOGMswXsZcjpAzQuzMzhlQHMNcvKhSlJ,93664659349
2329,Knowledge,district,RmdkjhwZXkihcVDJyFBEnSqDhLYqEBLEWChfImyaiHXjzyOVlNSreAYtRBCGcXpdRdUnRCgmmdIpWMWiWTxCuDcoNVODYDtCXHKOEZQorumRhfbsRzXDMurMXCESLrxwZaRumbCwPELCHasIEDmUhVOBunNJGcLudgvatcCAWNikTikYOgDegaUWPLlLlBMFKeFGiZBpqsoNckdNlVvcaoAkylzPsDIiVFzSHQTObCQkOskwudjcwUqjwHPogbHoqtplJlIrHZHlUDHrKPlJLVJiqzchanKMXdRydfXFJUDEixlVtTDsimtjANvrHnQHiLRAeETuGSEKJCbQjKWqxNSaugcYkZFzIFTgNhLxefMymEyyYsZuFVxKfSNzKoyrcaChmryNnbYPoRmKqnBTtYjOFeFWFAJqPdnZKPmaKayrypwDzpOwPUnBfhjwgETkTJeidAAnZDtLxqqFLtrYRrhTOeDcjSeRAYVMiwDDFUPviWUZDCZN,75497395964
2330,Sport,district,vtJxIczcPKREfRvuPyZqbdlpMMgbCTTxJTiIYZQIRJckIIzFongisYEbzHMNchusOHJxGgEpjizSUAJprljWXOzmenLoPivTMugpAsUAykyPnYrIRojsHMCxUrZgumLnifNjCmGCcJTxboAXRfetdjteSEKgQdGKuczuuSMaPiNOEwprcVrMCaiybpSjuTtNxVyKYmsclLCYFBrgZVhAWkffuaeeFWkQbLUGJqFswHxfDGknCExpjtDJxrjJHGJRTXKedhfjQujUaAAecSgrhNxdLPbMvOLXYpNyOIelCRZxGwuECAsZhnSUDHZhvAXpDPLAdknIFcmrKugCygVvizXxRFBKhjWWEttgYBGeGnhHttkDLcFHbyldhyJotIjOwwIrcyfULwrSjBToTXRPUmcMpLDcZukGVHzyeCMVjbnsIhNnGeMnSFPoBqDpXmlFKunwSCNKNsSujhcExqMxeSGuLgClWLPjGhYiEjVhhOtEOLcfcNGv,94178142090
2331,Voluntary work,district,MpefxNkGswcpqeYaOFoiooHYzvzanqDNyOhUwwSWAQIzJrDKWSDLmmggnWphPNutbDvRWnuTssmIqaizLjyvUgeXczqjmUhyrWIajyDwITlKdrYxaIdCZsttAHpLsDDlNJdhOxVfvdhQhHGgixeKbBLeSkQPftavenmEciDIvZAudTPaVkKoDVSJCGFOmYtSsANXgAzlTrlmMroquaDjfctTaBjCSpMoazpFtqWZuRvrbNMkXEySiEIrThpyDtVWqTGYYjVFVBrKnLijBYHKfzgPGOMGQedKnJdGKWAmYwEowHitfCoIzgiFdNjcwAyqTZSWUiPdLNKmTtcfrCgCFVWqoTnKitZorEvSiFfSBZoOeIYJfHnqyNNPAulEgnmjKXeXcAmKcjYRtZnBWUBZlgrgzcfYLPNWibzJnlJvCLXVppSHicJqPkXywJBdtANYETPQGszBDLDZRTIpXTaKmkhuVjEofpMbWUxgGjBMWURMHEOyMFrN,15516492263
2332,Sport,provincial,jwlpgwmxWflLBavCHIqTRWmONHfQdCqtPdBLIPsoQEVcdJkJJhCHDfVEUyOWwMImAvnFIEZjfBZBVHJtkNsZqxPfTqBXOYLvyWWlVZYzJqGBepsDCTDqfYqgiXJxZzwrlvXIQxFGbIGDDToGTTHdIQZjqMiZQAwvkiABRclOZOhzAnbKwSFaBxhjuopOmIyZSMEVDsjEQpWNvnRqKoUHoDLmEHIMpCaxFAvKxWqPGskxQkkIiGzuzJuYdRHofbSWsQjtUQGBbXllfUbGKsthjSWTewBjvebPhhkyxWuaiAqHzipuuWdwHbqGcYiZYYlJKqbRKSXrgUvCJeTXyIWlDLqIGrtbSrpzYQafHUAqPSDVRddZWsZwnfWCnhYJWLUVaxVivsYMWmlDqGXaieQGUPWRpfTbMcnHlkynGBTpjjQIyJfzJsxpAGFksLVrTpdyJRHkfYyJAAliKvJyHCumftXZkfkwRwQxqrDnYMQpNwlFNwPthsCO,28794489290
2333,Knowledge,provincial,rdPxAiOxfwwOrxGUtfIUCtGsUwsgbmvBDtqboIwFsogEnNvvFSxPBMJaILUUEPtZQXMxOuWfBkoHjIpWiMyxBPZvWxfwyiTXFYSAWUaaHJKzRXbBZIWtVFNQvONHlyuUBncVeEPNgUjHnZkJOTGkrAHvJTHrGiaxLtIqUCwBbOqiITUbBRuIgZQNcxOaOTHPNzyMhPppbIaDOPwrmcWRwZBeOzNQHxUQYnSYRQeIsZlYuPxEZXTJqgNQfGKBaPgIasMtstywfXgLPdnhUFKoNWgxQOLNidUcFERBAElThGjUFYEjOjdBzNeTthrRdsMHHcOvpNzDuXmPjTYWAnvKcpiIPFetpmWFCIBweFMGVbzxxxZkTkAoTuGVCtEsXxzMXgetjSlasWcEqmNMwjLzEAfwNWmznLaLcCByWWdRnLDRDQusAGjqXQwIFubTwXBphQBMFpMyHFoisqkWjPpjfXhZTSGgKOHLQxlvuFnPAXljkMNgaeKt,63223339548
2334,Sport,provincial,rmRibzDzYLthjIiPVBWSmrKOkQdsFncXxGzVerzJUUzvzhrvKodefyUoVxhlXlvQmTcjiNvLunSJVqNmoFjXRQMZUlqbyIlcnkZeQsAJOFfzkjSxmLtWVYFHjnhAwbNnqOCHSDknVdzdBmErMtCiwaMgXnaTvMutLmxBYLAJiAQousvzCKOKRaQzcdQvVcqRhdlHNVsMZKizvOYyYzqaLkbAwtkODPbouihLFSlrWgcuftShBVODRrGGlKXuphpHVnzgtNRqYHoliqLzVuTHfJtDdyZmjxPsexURnSqDwlnXvjHRSddaLlchIAwZHDNUrEUMldrcMeRJlDoSnpMMDWsxZZOqfMjyRnMaDMajQolxIZpMPtuuWcELvhvxObzCdjKRqLwmsTeGJXnTXlMAQAZIudxhIZZDQwKxgMqkzTvxqnAlIhBGeYaWpQDPYgKKDqHXgiZPUYRlWVaeApIIIOrXacuEAUrdZZyenTyGkPksrTBzOXdC,34309008676
2335,Voluntary work,provincial,fSntovIyVUZNLErhHAkuSLpdHyohhthAhvWZNspojaGCRpGnDoevHUuDhjBwpwneWGZTzLFBrJvyHZUIomZTNFrvqvTJJliTKQiBaDbSSIpzPuPXWYcUbCfCQdMTikLcRnAJgtNDQEQtzvJxDZbtknrNDTXIfvubLyRNjmABsYdNTQuHxEcKhcSfPoImxmVqUfhZZZKwoJEjLajGIXMhwDBinXbFkvQinRBYAEAgiXflFVbIfAxZKuXWWkpSqtwrJSfLMrUDIgdMDUdArDLlRIxhdICtqiaFYMqroWDckmPbmzjrcHnbcGPGqhqbQVTsxqkWQcazJVlObbuDoIvpxiCCRDmAEtPVGYYHTWUAkUfPQGEGKkwZNYuwamPUZtSzJaJAJceArANynwwRWpZmDHDbGNqNxTWFGeSwiTeoCtbpJCEPaskiRIGZzCbpaVxwuJZAWRTuRoJACJgteqikfismlIexPfSttzbOPKYpNGuLCATHLgce,49793454452
